id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,landMark
455,1 Ave & E 44 St,32,39,40.75001986,-73.96905301,In Service,1,5,1 Ave & E 44 St,,,,,,false,,
456,E 53 St & Madison Ave,33,35,40.7597108,-73.97402311,In Service,1,2,E 53 St & Madison Ave,,,,,,false,,
457,Broadway & W 58 St,33,39,40.76695317,-73.98169333,In Service,1,5,Broadway & W 58 St,,,,,,false,,
458,11 Ave & W 27 St,6,31,40.751396,-74.005226,In Service,1,23,11 Ave & W 27 St,,,,,,false,,
459,W 20 St & 11 Ave,9,49,40.746745,-74.007756,In Service,1,39,W 20 St & 11 Ave,,,,,,false,,
460,S 4 St & Wythe Ave,2,23,40.71285887,-73.96590294,In Service,1,21,S 4 St & Wythe Ave,,,,,,false,,
461,E 20 St & 2 Ave,32,39,40.73587678,-73.98205027,In Service,1,3,E 20 St & 2 Ave,,,,,,false,,
462,W 22 St & 10 Ave,7,47,40.74691959,-74.00451887,In Service,1,40,W 22 St & 10 Ave,,,,,,false,,
463,9 Ave & W 16 St,2,25,40.74206539,-74.00443172,In Service,1,21,9 Ave & W 16 St,,,,,,false,,
464,E 56 St & 3 Ave,58,59,40.75934501,-73.96759673,In Service,1,1,E 56 St & 3 Ave,,,,,,false,,
465,Broadway & W 41 St,28,39,40.75513557,-73.98658032,In Service,1,11,Broadway & W 41 St,,,,,,false,,
466,W 25 St & 6 Ave,25,35,40.74395411,-73.99144871,In Service,1,5,W 25 St & 6 Ave,,,,,,false,,
467,Dean St & 4 Ave,9,34,40.68312489,-73.97895137,In Service,1,25,Dean St & 4 Ave,,,,,,false,,
468,Broadway & W 55 St,58,59,40.7652654,-73.98192338,In Service,1,1,Broadway & W 55 St,,,,,,false,,
469,Broadway & W 53 St,54,57,40.76344058,-73.98268129,In Service,1,2,Broadway & W 53 St,,,,,,false,,
470,W 20 St & 8 Ave,24,37,40.74345335,-74.00004031,In Service,1,7,W 20 St & 8 Ave,,,,,,false,,
471,Grand St & Havemeyer St,7,31,40.71286844,-73.95698119,In Service,1,24,Grand St & Havemeyer St,,,,,,false,,
472,E 32 St & Park Ave,33,41,40.7457121,-73.98194829,Not In Service,3,0,E 32 St & Park Ave,,,,,,false,,
473,Rivington St & Chrystie St,31,42,40.72110063,-73.9919254,In Service,1,10,Rivington St & Chrystie St,,,,,,false,,
474,5 Ave & E 29 St,41,47,40.7451677,-73.98683077,In Service,1,6,5 Ave & E 29 St,,,,,,false,,
475,E 16 St & Irving Pl,33,37,40.73524276,-73.98758561,In Service,1,1,E 16 St & Irving Pl,,,,,,false,,
476,E 31 St & 3 Ave,39,47,40.74394314,-73.97966069,In Service,1,4,E 31 St & 3 Ave,,,,,,false,,
477,W 41 St & 8 Ave,44,58,40.75640548,-73.9900262,In Service,1,11,W 41 St & 8 Ave,,,,,,false,,
478,11 Ave & W 41 St,29,31,40.76030096,-73.99884222,In Service,1,2,11 Ave & W 41 St,,,,,,false,,
479,9 Ave & W 45 St,30,31,40.76019252,-73.9912551,In Service,1,1,9 Ave & W 45 St,,,,,,false,,
480,W 53 St & 10 Ave,24,27,40.76669671,-73.99061728,In Service,1,3,W 53 St & 10 Ave,,,,,,false,,
481,S 3 St & Bedford Ave,1,25,40.71260486,-73.96264403,In Service,1,24,S 3 St & Bedford Ave,,,,,,false,,
482,W 15 St & 7 Ave,28,39,40.73935542,-73.99931783,In Service,1,7,W 15 St & 7 Ave,,,,,,false,,
483,E 12 St & 3 Ave,24,35,40.73223272,-73.98889957,In Service,1,6,E 12 St & 3 Ave,,,,,,false,,
484,W 44 St & 5 Ave,37,44,40.75500254,-73.98014437,In Service,1,5,W 44 St & 5 Ave,,,,,,false,,
485,W 37 St & 5 Ave,34,38,40.75038009,-73.98338988,In Service,1,2,W 37 St & 5 Ave,,,,,,false,,
486,Broadway & W 29 St,22,39,40.7462009,-73.98855723,In Service,1,17,Broadway & W 29 St,,,,,,false,,
487,E 20 St & FDR Drive,35,36,40.73314259,-73.97573881,In Service,1,0,E 20 St & FDR Drive,,,,,,false,,
488,W 39 St & 9 Ave,39,41,40.75645824,-73.99372222,In Service,1,2,W 39 St & 9 Ave,,,,,,false,,
489,10 Ave & W 28 St,22,37,40.75066386,-74.00176802,In Service,1,13,10 Ave & W 28 St,,,,,,false,,
490,8 Ave & W 33 St,43,59,40.751551,-73.993934,In Service,1,14,8 Ave & W 33 St,,,,,,false,,
491,E 24 St & Park Ave S,45,53,40.74096374,-73.98602213,In Service,1,4,E 24 St & Park Ave S,,,,,,false,,
492,W 33 St & 7 Ave,43,49,40.75019995,-73.99093085,In Service,1,6,W 33 St & 7 Ave,,,,,,false,,
493,W 45 St & 6 Ave,27,34,40.7568001,-73.98291153,In Service,1,7,W 45 St & 6 Ave,,,,,,false,,
494,W 26 St & 8 Ave,23,35,40.74734825,-73.99723551,In Service,1,9,W 26 St & 8 Ave,,,,,,false,,
495,W 47 St & 10 Ave,24,25,40.76269882,-73.99301222,In Service,1,0,W 47 St & 10 Ave,,,,,,false,,
496,E 16 St & 5 Ave,29,47,40.73726186,-73.99238967,Not In Service,3,5,E 16 St & 5 Ave,,,,,,false,,
497,E 17 St & Broadway,16,59,40.73704984,-73.99009296,In Service,1,34,E 17 St & Broadway,,,,,,false,,
498,Broadway & W 32 St,0,0,40.74854862,-73.98808416,Not In Service,1,0,Broadway & W 32 St,,,,,,false,,
499,Broadway & W 60 St,9,36,40.76915505,-73.98191841,In Service,1,26,Broadway & W 60 St,,,,,,false,,
500,Broadway & W 51 St,48,52,40.76228826,-73.98336183,In Service,1,4,Broadway & W 51 St,,,,,,false,,
501,FDR Drive & E 35 St,20,43,40.744219,-73.97121214,In Service,1,22,FDR Drive & E 35 St,,,,,,false,,
502,Henry St & Grand St,27,30,40.714215,-73.981346,In Service,1,2,Henry St & Grand St,,,,,,false,,
503,E 20 St & Park Ave,23,29,40.73827428,-73.98751968,In Service,1,2,E 20 St & Park Ave,,,,,,false,,
504,1 Ave & E 15 St,19,27,40.73221853,-73.98165557,In Service,1,8,1 Ave & E 15 St,,,,,,false,,
505,6 Ave & W 33 St,33,36,40.74901271,-73.98848395,In Service,1,2,6 Ave & W 33 St,,,,,,false,,
507,E 25 St & 2 Ave,42,47,40.73912601,-73.97973776,In Service,1,0,E 25 St & 2 Ave,,,,,,false,,
508,W 46 St & 11 Ave,22,24,40.76341379,-73.99667444,In Service,1,2,W 46 St & 11 Ave,,,,,,false,,
509,9 Ave & W 22 St,7,36,40.7454973,-74.00197139,In Service,1,27,9 Ave & W 22 St,,,,,,false,,
510,W 51 St & 6 Ave,50,51,40.7606597,-73.98042047,In Service,1,0,W 51 St & 6 Ave,,,,,,false,,
511,E 14 St & Avenue B,26,33,40.72938685,-73.97772429,In Service,1,6,E 14 St & Avenue B,,,,,,false,,
512,W 29 St & 9 Ave,11,27,40.7500727,-73.99839279,In Service,1,10,W 29 St & 9 Ave,,,,,,false,,
513,W 56 St & 10 Ave,24,27,40.768254,-73.988639,In Service,1,3,W 56 St & 10 Ave,,,,,,false,,
514,12 Ave & W 40 St,26,53,40.76087502,-74.00277668,In Service,1,26,12 Ave & W 40 St,,,,,,false,,
515,W 43 St & 10 Ave,32,34,40.76009437,-73.99461843,In Service,1,1,W 43 St & 10 Ave,,,,,,false,,
516,E 47 St & 1 Ave,29,31,40.75206862,-73.96784384,In Service,1,2,E 47 St & 1 Ave,,,,,,false,,
517,Pershing Square South,47,59,40.751581,-73.97791,In Service,1,9,Pershing Square South,,,,,,false,,
518,E 39 St & 2 Ave,34,39,40.74780373,-73.9734419,In Service,1,3,E 39 St & 2 Ave,,,,,,false,,
519,Pershing Square North,43,61,40.751873,-73.977706,In Service,1,17,Pershing Square North,,,,,,false,,
520,W 52 St & 5 Ave,30,39,40.75992262,-73.97648516,In Service,1,9,W 52 St & 5 Ave,,,,,,false,,
521,8 Ave & W 31 St,23,39,40.75096735,-73.99444208,In Service,1,15,8 Ave & W 31 St,,,,,,false,,
522,E 51 St & Lexington Ave,50,51,40.75714758,-73.97207836,In Service,1,0,E 51 St & Lexington Ave,,,,,,false,,
523,W 38 St & 8 Ave,26,51,40.75466591,-73.99138152,In Service,1,25,W 38 St & 8 Ave,,,,,,false,,
524,W 43 St & 6 Ave,40,57,40.75527307,-73.98316936,In Service,1,14,W 43 St & 6 Ave,,,,,,false,,
525,W 34 St & 11 Ave,39,39,40.75594159,-74.0021163,Not In Service,3,0,W 34 St & 11 Ave,,,,,,false,,
526,E 33 St & 5 Ave,37,39,40.74765947,-73.98490707,In Service,1,0,E 33 St & 5 Ave,,,,,,false,,
527,E 33 St & 2 Ave,56,59,40.744023,-73.976056,In Service,1,2,E 33 St & 2 Ave,,,,,,false,,
528,2 Ave & E 31 St,33,39,40.74290902,-73.97706058,In Service,1,1,2 Ave & E 31 St,,,,,,false,,
529,W 42 St & 8 Ave,9,41,40.7575699,-73.99098507,In Service,1,32,W 42 St & 8 Ave,,,,,,false,,
530,11 Ave & W 59 St,19,36,40.771522,-73.990541,In Service,1,17,11 Ave & W 59 St,,,,,,false,,
531,Forsyth St & Broome St,35,39,40.71893904,-73.99266288,In Service,1,2,Forsyth St & Broome St,,,,,,false,,
532,S 5 Pl & S 4 St,28,43,40.710451,-73.960876,In Service,1,14,S 5 Pl & S 4 St,,,,,,false,,
533,Broadway & W 39 St,50,50,40.75299641,-73.98721619,In Service,1,0,Broadway & W 39 St,,,,,,false,,
534,Water - Whitehall Plaza,27,31,40.70255065,-74.0127234,In Service,1,4,Water - Whitehall Plaza,,,,,,false,,
536,1 Ave & E 30 St,27,29,40.74144387,-73.97536082,In Service,1,1,1 Ave & E 30 St,,,,,,false,,
537,Lexington Ave & E 24 St,37,38,40.74025878,-73.98409214,Not In Service,3,0,Lexington Ave & E 24 St,,,,,,false,,
538,E 48 St & Madison Ave,34,39,40.75666,-73.976684,In Service,1,4,E 48 St & Madison Ave,,,,,,false,,
539,Metropolitan Ave & Bedford Ave,2,31,40.71534825,-73.96024116,In Service,1,28,Metropolitan Ave & Bedford Ave,,,,,,false,,
545,E 23 St & 1 Ave,26,27,40.736502,-73.97809472,In Service,1,1,E 23 St & 1 Ave,,,,,,false,,
546,E 30 St & Park Ave S,32,38,40.74444921,-73.98303529,In Service,1,3,E 30 St & Park Ave S,,,,,,false,,
2000,Front St & Washington St,20,30,40.70255088,-73.98940236,In Service,1,10,Front St & Washington St,,,,,,false,,
2001,Sands St & Navy St,7,15,40.699773,-73.979927,In Service,1,5,Sands St & Navy St,,,,,,false,,
2002,Wythe Ave & Metropolitan Ave,2,27,40.716887,-73.963198,In Service,1,24,Wythe Ave & Metropolitan Ave,,,,,,false,,
2004,6 Ave & Broome St,33,36,40.724399,-74.004704,Not In Service,3,2,6 Ave & Broome St,,,,,,false,,
2005,Railroad Ave & Kay Ave,10,12,40.70531194,-73.97100056,In Service,1,2,Railroad Ave & Kay Ave,,,,,,false,,
2006,Central Park S & 6 Ave,36,49,40.76590936,-73.97634151,In Service,1,13,Central Park S & 6 Ave,,,,,,false,,
2008,Little West St & 1 Pl,8,24,40.70569254,-74.01677685,In Service,1,15,Little West St & 1 Pl,,,,,,false,,
2009,Catherine St & Monroe St,16,35,40.71117444,-73.99682619,In Service,1,19,Catherine St & Monroe St,,,,,,false,,
2010,Grand St & Greene St,18,39,40.72165481,-74.00234737,In Service,1,19,Grand St & Greene St,,,,,,false,,
2012,E 27 St & 1 Ave,32,35,40.739445,-73.976806,In Service,1,1,E 27 St & 1 Ave,,,,,,false,,
2017,E 43 St & 2 Ave,37,39,40.75022392,-73.97121414,In Service,1,0,E 43 St & 2 Ave,,,,,,false,,
2021,W 45 St & 8 Ave,40,43,40.75929124,-73.98859651,In Service,1,3,W 45 St & 8 Ave,,,,,,false,,
2022,E 59 St & Sutton Pl,27,33,40.75849116,-73.95920622,In Service,1,5,E 59 St & Sutton Pl,,,,,,false,,
2023,E 55 St & Lexington Ave,36,36,40.75968085,-73.97031366,In Service,1,0,E 55 St & Lexington Ave,,,,,,false,,
3002,South End Ave & Liberty St,8,25,40.711512,-74.015756,In Service,1,15,South End Ave & Liberty St,,,,,,false,,
